deal_id,announcement_date,resolution_date,target_name,acquirer_name,deal_value_musd,industry,sector,target_country,acquirer_country,deal_status,payment_method,target_public,acquirer_public,regulatory_review,rumor_or_leak,source_notes,market_volatility_proxy,interest_rate_proxy,deal_completed
DEAL003805,2000-05-03,2000-12-17,Target_003805,Acquirer_003110,131.6,Consumer,Media,US,US,completed,cash,public,private,none,no,synthetic,18.7,5.794672500173572,1
DEAL003806,2008-07-29,2009-03-25,Target_003806,Acquirer_000184,418.2,Healthcare,Pharmaceuticals,China,India,completed,mixed,public,public,standard,yes,synthetic,21.67,4.900474588129826,1
DEAL003807,2020-07-05,2021-02-19,Target_003807,Acquirer_004859,84.4,Industrials,Machinery,US,US,completed,mixed,private,public,standard,unknown,synthetic,24.74,3.1910121253780472,1
DEAL003808,2021-06-14,2022-01-28,Target_003808,Acquirer_002427,791.0,Financials,Insurance,US,France,completed,cash,public,public,standard,no,synthetic,14.14,2.7720457615321275,1
DEAL003809,2006-12-03,2007-03-22,Target_003809,Acquirer_001207,90.3,Industrials,Transportation,US,Japan,failed,cash,public,public,standard,no,synthetic,18.43,4.846498017897591,0
DEAL003810,2007-10-04,2008-01-05,Target_003810,Acquirer_001006,258.8,Energy,Oil & Gas,US,UK,withdrawn,mixed,private,public,standard,no,synthetic,24.18,4.312521454384505,0
DEAL003811,2019-08-19,2019-11-19,Target_003811,Acquirer_001281,1401.1,Materials,Metals & Mining,France,Japan,failed,cash,public,private,standard,unknown,synthetic,26.43,2.9184586893602957,0
DEAL003812,2006-07-14,2007-02-23,Target_003812,Acquirer_003390,227.0,Healthcare,Pharmaceuticals,Canada,Australia,withdrawn,cash,public,public,extended,no,synthetic,18.53,4.4364296352668005,0
DEAL003813,2017-12-14,2018-07-05,Target_003813,Acquirer_000995,473.2,Financials,Insurance,US,US,completed,stock,private,public,standard,no,synthetic,16.24,3.309944083976715,1
DEAL003814,2001-10-08,2002-03-11,Target_003814,Acquirer_004113,79.9,Financials,Banks,US,US,completed,cash,public,public,standard,yes,synthetic,26.07,5.4308298991563815,1
DEAL003815,2009-04-01,2009-10-25,Target_003815,Acquirer_002348,101.7,Materials,Metals & Mining,US,US,completed,stock,private,public,standard,unknown,synthetic,25.0,4.411969673681438,1
DEAL003816,2008-07-27,2009-04-24,Target_003816,Acquirer_004913,708.0,Materials,Construction Materials,India,US,completed,stock,private,public,standard,no,synthetic,32.43,3.876438233225154,1
DEAL003817,2005-02-25,2005-10-29,Target_003817,Acquirer_000126,139.9,Materials,Metals & Mining,US,UK,completed,mixed,private,private,standard,yes,synthetic,16.88,4.657890824078884,1
DEAL003818,2007-07-17,2008-01-10,Target_003818,Acquirer_000348,10.7,Healthcare,Medical Devices,UK,Canada,completed,mixed,public,public,none,no,synthetic,21.12,4.681942415997668,1
DEAL003819,1998-03-03,1998-09-27,Target_003819,Acquirer_004072,98.9,Financials,Banks,US,India,withdrawn,stock,private,public,standard,no,synthetic,22.07,6.530335353358722,0
DEAL003820,2004-02-11,2004-10-22,Target_003820,Acquirer_003347,471.7,Consumer,Food & Beverage,Canada,US,completed,cash,public,public,standard,no,synthetic,19.92,4.759963733574576,1
DEAL003821,2003-04-03,2003-11-29,Target_003821,Acquirer_003316,908.3,Energy,Renewables,India,France,completed,cash,public,private,standard,no,synthetic,19.15,5.238032405166179,1
DEAL003822,2010-12-06,2011-08-26,Target_003822,Acquirer_000570,713.1,Consumer,Telecom,Germany,Canada,withdrawn,mixed,public,private,standard,no,synthetic,21.15,3.7535092404300094,0
DEAL003823,2003-08-06,2003-12-01,Target_003823,Acquirer_003190,267.4,Materials,Metals & Mining,US,US,completed,cash,private,public,none,no,synthetic,16.33,5.190339072233672,1
DEAL003824,2012-02-01,2012-05-16,Target_003824,Acquirer_002418,26.0,Industrials,Transportation,India,UK,failed,mixed,private,public,none,no,synthetic,18.22,3.953904652230378,0
DEAL003825,2008-05-26,2008-12-11,Target_003825,Acquirer_002070,667.7,Energy,Utilities,India,Germany,completed,cash,private,public,standard,yes,synthetic,25.34,4.6101201661854185,1
DEAL003826,2018-03-18,2018-06-27,Target_003826,Acquirer_000973,240.5,Consumer,Telecom,UK,Japan,failed,mixed,public,private,standard,unknown,synthetic,14.78,2.9386267949957774,0
DEAL003827,2022-10-27,2023-07-09,Target_003827,Acquirer_004924,1903.5,Industrials,Aerospace & Defense,China,Germany,completed,mixed,private,public,standard,no,synthetic,16.5,5.078386601104455,1
DEAL003828,2005-08-21,2006-01-14,Target_003828,Acquirer_002244,27.2,Energy,Utilities,Canada,China,terminated,cash,public,public,standard,no,synthetic,19.09,4.825870755109664,0
DEAL003829,2001-08-31,2002-05-28,Target_003829,Acquirer_000267,1119.3,Technology,Software,US,Canada,completed,mixed,public,public,standard,unknown,synthetic,22.58,5.266153500394712,1
DEAL003830,2004-02-23,2004-10-07,Target_003830,Acquirer_004860,645.9,Financials,Insurance,France,US,completed,cash,public,public,none,unknown,synthetic,15.59,5.129262801600361,1
DEAL003831,2018-06-18,2018-11-17,Target_003831,Acquirer_004715,87.9,Materials,Construction Materials,US,China,failed,cash,public,public,standard,no,synthetic,20.57,2.5990584249751327,0
DEAL003832,2010-04-02,2010-09-10,Target_003832,Acquirer_000821,207.0,Materials,Chemicals,US,China,cancelled,stock,private,public,standard,no,synthetic,18.35,4.3534304890827125,0
DEAL003833,2023-06-06,2024-01-14,Target_003833,Acquirer_004025,383.5,Industrials,Aerospace & Defense,Canada,US,withdrawn,cash,public,public,standard,yes,synthetic,18.35,7.190241929741265,0
DEAL003834,2022-05-23,2022-11-08,Target_003834,Acquirer_001997,363.1,Industrials,Transportation,India,Germany,completed,stock,public,public,none,no,synthetic,17.17,4.559251112548955,1
DEAL003835,2005-09-02,2006-05-31,Target_003835,Acquirer_003706,15.1,Materials,Construction Materials,US,Canada,completed,cash,public,public,standard,unknown,synthetic,18.8,4.821595268646847,1
DEAL003836,2004-01-10,2004-06-14,Target_003836,Acquirer_003864,2376.5,Industrials,Aerospace & Defense,US,India,withdrawn,unknown,public,private,standard,no,synthetic,17.43,4.225434124235835,0
DEAL003837,2000-05-13,2000-09-30,Target_003837,Acquirer_003088,,Technology,Semiconductors,France,China,completed,cash,public,public,standard,no,synthetic,20.71,5.647052222660525,1
DEAL003838,2002-01-14,2002-09-04,Target_003838,Acquirer_003636,769.7,Industrials,Aerospace & Defense,Germany,China,completed,stock,public,public,standard,unknown,synthetic,29.88,4.90077321825856,1
DEAL003839,2019-02-02,2019-05-26,Target_003839,Acquirer_004070,74.0,Financials,Insurance,Australia,US,withdrawn,cash,private,public,standard,no,synthetic,16.41,2.5940572528155177,0
DEAL003840,2018-12-03,2019-09-20,Target_003840,Acquirer_001709,358.1,Energy,Oil & Gas,Germany,Australia,completed,mixed,public,public,standard,no,synthetic,18.09,3.393496112765913,1
DEAL003841,1996-01-02,1996-07-17,Target_003841,Acquirer_002346,399.8,Financials,Fintech,Australia,France,withdrawn,stock,public,public,standard,no,synthetic,15.07,6.588631571497836,0
DEAL003842,2017-07-05,2018-02-06,Target_003842,Acquirer_003655,316.3,Consumer,Food & Beverage,US,China,completed,mixed,private,private,none,yes,synthetic,19.55,3.808589853221634,1
DEAL003843,1996-10-08,1997-07-11,Target_003843,Acquirer_000584,101.8,Technology,Software,UK,US,completed,stock,public,public,standard,yes,synthetic,18.45,6.43734094764101,1
DEAL003844,2012-10-11,2013-04-05,Target_003844,Acquirer_004995,464.7,Healthcare,Pharmaceuticals,US,France,withdrawn,mixed,public,private,standard,no,synthetic,22.93,3.5462790407447526,0
DEAL003845,2024-03-04,2024-07-13,Target_003845,Acquirer_002060,901.0,Industrials,Aerospace & Defense,Germany,Australia,withdrawn,cash,public,private,standard,no,synthetic,13.41,9.0,0
DEAL003846,2019-08-25,2020-04-28,Target_003846,Acquirer_001153,463.9,Industrials,Machinery,US,Germany,completed,cash,public,private,standard,no,synthetic,23.36,2.406432953944266,1
DEAL003847,2022-06-13,2023-02-06,Target_003847,Acquirer_002530,678.7,Energy,Utilities,Japan,India,withdrawn,stock,public,public,standard,no,synthetic,19.97,5.722059357891778,0
DEAL003848,2021-05-11,2021-09-29,Target_003848,Acquirer_001148,196.6,Materials,Metals & Mining,China,US,completed,cash,private,public,standard,no,synthetic,18.7,2.742928785890762,1
DEAL003849,2018-02-09,2018-10-16,Target_003849,Acquirer_002924,330.5,Materials,Metals & Mining,US,Canada,completed,unknown,public,public,standard,no,synthetic,17.26,2.653205277300777,1
DEAL003850,2007-07-26,2008-01-16,Target_003850,Acquirer_002781,48.3,Energy,Renewables,US,France,completed,unknown,public,public,standard,no,synthetic,22.12,3.9409699121123047,1
DEAL003851,1996-05-23,1996-08-17,Target_003851,Acquirer_004553,,Industrials,Transportation,France,US,withdrawn,unknown,private,public,none,no,synthetic,16.69,5.924711760081464,0
DEAL003852,2011-04-14,2011-11-21,Target_003852,Acquirer_001784,962.9,Energy,Renewables,Australia,China,completed,cash,public,public,standard,no,synthetic,18.71,4.907217965250819,1
DEAL003853,2000-02-10,2000-08-26,Target_003853,Acquirer_004679,41.7,Financials,Fintech,Australia,US,terminated,mixed,private,public,standard,no,synthetic,24.65,5.114986357396975,0
DEAL003854,2014-07-24,2015-02-20,Target_003854,Acquirer_002402,43.9,Financials,Insurance,US,Japan,cancelled,cash,public,public,standard,yes,synthetic,16.57,3.6195406582158647,0
DEAL003855,2015-03-15,2015-09-24,Target_003855,Acquirer_002794,317.1,Healthcare,Health Services,Japan,France,completed,cash,public,public,none,no,synthetic,16.37,3.774056549815453,1
DEAL003856,2008-07-22,2009-02-25,Target_003856,Acquirer_004035,132.9,Financials,Insurance,Canada,Canada,completed,cash,public,public,none,no,synthetic,31.95,4.608691387205839,1
DEAL003857,2012-09-12,2013-03-09,Target_003857,Acquirer_002329,1171.8,Materials,Metals & Mining,Germany,US,completed,cash,public,public,standard,no,synthetic,16.74,4.234272825076278,1
DEAL003858,2019-02-23,2019-08-04,Target_003858,Acquirer_001227,129.4,Financials,Fintech,China,France,completed,cash,public,public,none,no,synthetic,19.99,2.5456215941100133,1
DEAL003859,2006-04-20,2006-10-14,Target_003859,Acquirer_001988,194.0,Technology,Hardware,UK,Japan,failed,unknown,public,private,none,no,synthetic,22.77,4.283893354231525,0
DEAL003860,2016-04-25,2016-10-01,Target_003860,Acquirer_000621,367.1,Technology,Software,US,Canada,withdrawn,cash,public,public,standard,no,synthetic,17.38,2.9518890140986134,0
DEAL003861,2002-09-01,2003-05-03,Target_003861,Acquirer_004353,38.7,Energy,Utilities,UK,Germany,completed,cash,public,private,standard,no,synthetic,19.72,5.184147160461379,1
DEAL003862,2016-05-29,2017-01-21,Target_003862,Acquirer_001597,702.3,Financials,Insurance,US,US,completed,unknown,public,public,none,no,synthetic,14.17,3.768000484395212,1
DEAL003863,2012-05-27,2012-11-03,Target_003863,Acquirer_000731,178.6,Technology,Hardware,Germany,India,completed,stock,private,public,none,no,synthetic,18.73,3.591534275354003,1
DEAL003864,2003-12-12,2004-07-15,Target_003864,Acquirer_000504,15.2,Financials,Banks,Japan,US,cancelled,cash,private,public,standard,no,synthetic,18.9,4.664928148919165,0
DEAL003865,2000-12-12,2001-08-13,Target_003865,Acquirer_004255,1008.6,Consumer,Telecom,US,India,completed,stock,private,public,standard,no,synthetic,25.58,5.775492402257735,1
DEAL003866,2015-07-08,2015-12-28,Target_003866,Acquirer_004822,124.5,Technology,IT Services,Japan,Germany,completed,stock,public,private,standard,unknown,synthetic,18.63,3.721214216059741,1
DEAL003867,1996-11-28,1997-02-18,Target_003867,Acquirer_004890,302.7,Financials,Fintech,US,US,withdrawn,mixed,public,private,none,no,synthetic,17.94,5.609597242037399,0
DEAL003868,2005-06-16,2005-10-10,Target_003868,Acquirer_004630,1095.6,Technology,Software,Canada,US,withdrawn,cash,public,private,standard,no,synthetic,15.25,4.755793904174879,0
DEAL003869,2024-06-27,2025-01-25,Target_003869,Acquirer_000141,441.4,Industrials,Machinery,US,UK,completed,cash,public,private,standard,no,synthetic,18.01,9.0,1
DEAL003870,2016-09-22,2017-04-03,Target_003870,Acquirer_003829,2167.1,Industrials,Machinery,Canada,Japan,completed,cash,public,public,standard,no,synthetic,19.69,3.666553895420289,1
DEAL003871,2005-06-23,2006-01-07,Target_003871,Acquirer_000318,367.2,Energy,Utilities,US,France,completed,mixed,public,public,standard,no,synthetic,16.83,4.541117652403858,1
DEAL003872,2003-09-03,2004-02-07,Target_003872,Acquirer_001989,69.1,Materials,Metals & Mining,Australia,China,completed,cash,public,public,none,no,synthetic,18.76,5.191201021542186,1
DEAL003873,2007-07-21,2008-05-08,Target_003873,Acquirer_000575,60.2,Materials,Construction Materials,US,France,completed,stock,private,public,standard,no,synthetic,20.78,4.398810806169329,1
DEAL003874,2020-08-28,2021-03-24,Target_003874,Acquirer_000089,30.4,Industrials,Machinery,India,US,completed,cash,public,public,none,no,synthetic,23.18,3.016489127380538,1
DEAL003875,2018-01-18,2018-11-06,Target_003875,Acquirer_003923,17.3,Healthcare,Medical Devices,US,France,completed,mixed,private,public,standard,no,synthetic,17.83,3.4333172416925675,1
DEAL003876,1999-12-05,2000-07-12,Target_003876,Acquirer_002096,174.0,Energy,Utilities,India,France,completed,cash,public,public,none,yes,synthetic,13.91,5.669045337412299,1
DEAL003877,2001-01-29,2001-04-20,Target_003877,Acquirer_000749,699.5,Consumer,Food & Beverage,US,France,withdrawn,stock,private,private,standard,no,synthetic,22.3,5.665319795396437,0
DEAL003878,2008-05-11,2008-11-05,Target_003878,Acquirer_003142,40.8,Materials,Metals & Mining,Australia,Australia,completed,cash,public,private,none,no,synthetic,33.32,3.947749084445271,1
DEAL003879,2015-01-01,2015-05-19,Target_003879,Acquirer_000846,638.0,Healthcare,Pharmaceuticals,US,US,completed,mixed,private,public,standard,no,synthetic,18.11,3.104504035781517,1
DEAL003880,1996-04-23,1996-11-18,Target_003880,Acquirer_003835,159.3,Energy,Oil & Gas,India,France,completed,cash,public,public,standard,no,synthetic,21.02,6.081948243493196,1
DEAL003881,2013-11-11,2014-01-28,Target_003881,Acquirer_003198,149.1,Industrials,Machinery,Australia,Canada,cancelled,mixed,private,private,standard,yes,synthetic,13.62,4.317510587782508,0
DEAL003882,2007-01-02,2007-09-23,Target_003882,Acquirer_000536,90.5,Materials,Construction Materials,Germany,India,completed,unknown,private,private,standard,no,synthetic,22.13,4.6621313866688725,1
DEAL003883,2022-05-28,2022-10-29,Target_003883,Acquirer_003626,324.8,Healthcare,Medical Devices,US,France,completed,mixed,public,public,standard,no,synthetic,19.68,5.121212132447499,1
DEAL003884,2004-04-04,2004-10-02,Target_003884,Acquirer_000149,77.2,Consumer,Telecom,US,US,completed,cash,public,public,none,no,synthetic,16.15,5.501445729542831,1
DEAL003885,2019-11-26,2020-06-17,Target_003885,Acquirer_000908,94.9,Healthcare,Pharmaceuticals,India,Japan,withdrawn,unknown,public,public,standard,no,synthetic,30.45,2.719856086888073,0
DEAL003886,2007-09-29,2008-03-03,Target_003886,Acquirer_004298,196.1,Technology,Semiconductors,US,Canada,completed,cash,public,private,standard,no,synthetic,23.45,4.460780175198278,1
DEAL003887,2005-07-24,2005-11-01,Target_003887,Acquirer_002935,862.7,Financials,Asset Management,France,US,completed,cash,public,public,none,no,synthetic,18.07,5.069757935296058,1
DEAL003888,2019-11-05,2020-07-24,Target_003888,Acquirer_003789,26.7,Financials,Banks,China,UK,completed,cash,public,public,standard,no,synthetic,24.91,3.0202950972653877,1
DEAL003889,2010-03-05,2010-11-03,Target_003889,Acquirer_001957,399.0,Energy,Renewables,US,China,completed,stock,private,private,standard,no,synthetic,23.97,4.154008428511041,1
DEAL003890,2002-01-22,2002-06-12,Target_003890,Acquirer_004902,50.8,Industrials,Aerospace & Defense,Germany,UK,cancelled,stock,public,public,standard,yes,synthetic,26.04,5.131869631299202,0
DEAL003891,2019-08-10,2020-01-07,Target_003891,Acquirer_004932,5392.3,Industrials,Aerospace & Defense,Japan,US,withdrawn,cash,public,public,standard,no,synthetic,25.87,3.74305531204442,0
DEAL003892,2006-08-18,2007-03-18,Target_003892,Acquirer_001225,48.0,Consumer,Retail,Australia,Australia,withdrawn,stock,public,private,standard,yes,synthetic,20.37,4.124754006621884,0
DEAL003893,2010-12-18,2011-04-07,Target_003893,Acquirer_000844,631.4,Materials,Construction Materials,India,India,cancelled,unknown,public,public,standard,no,synthetic,23.09,4.689443914245517,0
DEAL003894,2018-03-23,2018-10-23,Target_003894,Acquirer_003524,395.3,Healthcare,Biotech,UK,US,completed,unknown,private,public,standard,no,synthetic,21.52,3.6264634605187496,1
DEAL003895,2021-06-24,2022-03-19,Target_003895,Acquirer_003832,12.4,Industrials,Transportation,US,UK,completed,cash,public,private,standard,no,synthetic,15.25,2.86054959111195,1
DEAL003896,2001-05-17,2001-11-30,Target_003896,Acquirer_001840,158.6,Energy,Utilities,US,Germany,terminated,cash,public,public,standard,no,synthetic,21.67,5.718349319446316,0
DEAL003897,2022-08-20,2023-02-14,Target_003897,Acquirer_003239,19.8,Financials,Banks,UK,Japan,cancelled,unknown,public,private,standard,no,synthetic,19.62,5.176544220953899,0
DEAL003898,2012-05-13,2012-11-15,Target_003898,Acquirer_004619,255.0,Financials,Banks,Germany,US,withdrawn,cash,public,public,standard,no,synthetic,18.44,3.856194783302668,0
DEAL003899,2010-07-12,2010-12-15,Target_003899,Acquirer_000175,193.2,Financials,Banks,UK,Australia,completed,cash,public,private,standard,no,synthetic,19.73,4.0810358521303405,1
DEAL003900,2002-07-24,2003-04-01,Target_003900,Acquirer_001779,195.8,Industrials,Machinery,US,UK,completed,mixed,private,public,standard,no,synthetic,21.48,5.853653298879166,1
DEAL003901,2023-02-21,2023-07-13,Target_003901,Acquirer_001114,89.2,Industrials,Transportation,Canada,Germany,completed,cash,public,private,standard,no,synthetic,18.91,7.8635025683191,1
DEAL003902,2010-01-04,2010-09-19,Target_003902,Acquirer_001234,,Consumer,Food & Beverage,US,US,completed,unknown,public,public,standard,no,synthetic,19.02,3.7653066124605834,1
DEAL003903,2003-09-01,2004-06-09,Target_003903,Acquirer_002015,30.6,Financials,Insurance,Australia,UK,completed,cash,private,public,standard,no,synthetic,14.88,5.083363267956482,1
DEAL003904,2012-01-24,2012-08-27,Target_003904,Acquirer_002235,7229.2,Energy,Oil & Gas,Germany,Canada,completed,cash,private,public,standard,no,synthetic,18.21,3.011056221036076,1
DEAL003905,2021-02-11,2022-02-03,Target_003905,Acquirer_000667,,Healthcare,Health Services,China,Canada,completed,unknown,private,private,standard,yes,synthetic,20.67,2.4477196627613584,1
DEAL003906,2003-08-14,2004-05-24,Target_003906,Acquirer_001160,291.8,Consumer,Retail,France,US,completed,unknown,public,public,standard,unknown,synthetic,20.25,5.833922413792148,1
DEAL003907,2012-12-19,2013-04-05,Target_003907,Acquirer_003780,14.2,Consumer,Retail,France,UK,terminated,stock,public,public,standard,no,synthetic,18.43,3.573079164335177,0
DEAL003908,2011-12-19,2012-04-24,Target_003908,Acquirer_004602,54.0,Financials,Banks,Australia,Japan,terminated,stock,private,public,standard,no,synthetic,16.97,3.677145264566072,0
DEAL003909,1997-12-10,1998-02-26,Target_003909,Acquirer_002169,2189.7,Energy,Utilities,Japan,Australia,terminated,cash,private,public,none,unknown,synthetic,19.7,5.891447714982093,0
DEAL003910,2014-10-04,2015-03-16,Target_003910,Acquirer_004984,9770.2,Consumer,Food & Beverage,US,US,failed,stock,private,public,standard,yes,synthetic,16.41,4.187660410219494,0
DEAL003911,2009-11-21,2010-04-24,Target_003911,Acquirer_001010,6.3,Financials,Insurance,US,Japan,failed,mixed,public,public,standard,no,synthetic,22.4,5.191883164714596,0
DEAL003912,2018-02-07,2018-06-29,Target_003912,Acquirer_002831,6.6,Technology,IT Services,Canada,UK,completed,stock,public,private,none,no,synthetic,19.99,3.136179358797745,1
DEAL003913,2007-11-07,2008-05-23,Target_003913,Acquirer_001859,2141.6,Consumer,Food & Beverage,Canada,US,completed,mixed,private,public,standard,no,synthetic,24.76,4.295473301534067,1
DEAL003914,2007-10-02,2008-04-06,Target_003914,Acquirer_000850,132.5,Financials,Fintech,France,US,completed,cash,public,public,standard,no,synthetic,22.67,4.589237545669694,1
DEAL003915,2015-08-12,2016-02-21,Target_003915,Acquirer_001157,3454.1,Materials,Chemicals,India,Japan,completed,cash,public,private,standard,no,synthetic,19.99,3.852319378540885,1
DEAL003916,2008-04-05,2008-11-02,Target_003916,Acquirer_002962,92.4,Energy,Renewables,US,Japan,completed,cash,private,public,standard,no,synthetic,29.87,4.869535064257633,1
DEAL003917,2024-09-09,2025-04-16,Target_003917,Acquirer_004556,1244.1,Financials,Asset Management,France,Japan,completed,cash,private,public,none,no,synthetic,16.34,9.0,1
DEAL003918,2020-03-17,2020-10-14,Target_003918,Acquirer_001313,1246.2,Industrials,Aerospace & Defense,France,China,completed,mixed,public,public,standard,no,synthetic,28.11,2.994698095124736,1
DEAL003919,2013-12-03,2014-06-02,Target_003919,Acquirer_003545,855.0,Technology,Hardware,Canada,Japan,failed,cash,public,public,standard,unknown,synthetic,17.01,3.573188680628329,0
DEAL003920,2016-03-20,2016-12-13,Target_003920,Acquirer_000361,229.8,Industrials,Transportation,Australia,US,completed,mixed,public,public,standard,no,synthetic,15.97,2.422049742626736,1
DEAL003921,2007-04-28,2007-08-15,Target_003921,Acquirer_002842,231.8,Technology,Software,Australia,Canada,withdrawn,mixed,public,public,none,no,synthetic,19.34,5.341782645744983,0
DEAL003922,2003-04-28,2003-11-20,Target_003922,Acquirer_004820,23.6,Technology,IT Services,US,India,completed,stock,private,public,standard,yes,synthetic,15.15,4.184151182256504,1
DEAL003923,2020-02-04,2020-09-09,Target_003923,Acquirer_002335,95.2,Energy,Oil & Gas,US,India,completed,mixed,private,public,standard,no,synthetic,22.19,2.518492226300749,1
DEAL003924,1996-12-13,1997-07-30,Target_003924,Acquirer_001131,349.5,Technology,Hardware,Canada,US,failed,stock,private,public,standard,unknown,synthetic,18.21,5.69942191989673,0
DEAL003925,2024-02-15,2024-09-11,Target_003925,Acquirer_003796,319.5,Energy,Oil & Gas,Australia,UK,withdrawn,stock,public,public,standard,no,synthetic,16.89,9.0,0
DEAL003926,2001-05-17,2002-01-06,Target_003926,Acquirer_003636,169.3,Consumer,Media,Germany,US,completed,mixed,public,public,standard,no,synthetic,29.51,5.113087410732619,1
DEAL003927,2008-05-22,2008-12-18,Target_003927,Acquirer_002603,277.7,Materials,Construction Materials,France,India,completed,stock,private,public,standard,no,synthetic,29.76,4.456143099089399,1
DEAL003928,2023-03-19,2023-09-18,Target_003928,Acquirer_003981,1751.0,Consumer,Telecom,US,India,failed,mixed,private,private,standard,no,synthetic,14.73,8.467379725481132,0
DEAL003929,2017-04-22,2017-12-06,Target_003929,Acquirer_004650,199.0,Materials,Construction Materials,US,US,completed,mixed,public,private,standard,no,synthetic,16.79,3.807834839410697,1
DEAL003930,2001-07-10,2002-05-02,Target_003930,Acquirer_000532,117958.5,Technology,Software,India,US,completed,stock,public,public,extended,no,synthetic,25.32,5.730741371912581,1
DEAL003931,2002-06-10,2003-02-01,Target_003931,Acquirer_003954,90.0,Materials,Chemicals,Canada,Australia,completed,unknown,private,private,none,no,synthetic,24.28,4.949053372521764,1
DEAL003932,2006-06-20,2007-02-09,Target_003932,Acquirer_004917,276.2,Technology,Hardware,US,Germany,completed,mixed,private,public,standard,no,synthetic,16.05,5.0251655109257385,1
DEAL003933,2014-07-23,2015-03-21,Target_003933,Acquirer_001445,71.0,Energy,Renewables,Canada,Germany,completed,cash,private,public,standard,no,synthetic,17.79,3.738293477180568,1
DEAL003934,2012-10-09,2013-03-08,Target_003934,Acquirer_001742,505.3,Consumer,Media,UK,US,failed,mixed,public,public,standard,no,synthetic,19.9,4.258467972106575,0
DEAL003935,2009-02-12,2009-11-28,Target_003935,Acquirer_003955,216.8,Healthcare,Biotech,Germany,US,completed,cash,public,public,standard,no,synthetic,28.0,4.136671743494628,1
DEAL003936,1999-03-26,1999-06-26,Target_003936,Acquirer_001686,864.1,Energy,Oil & Gas,Germany,France,withdrawn,cash,public,private,standard,no,synthetic,17.1,5.149671089515111,0
DEAL003937,2021-07-09,2021-12-30,Target_003937,Acquirer_001459,36.7,Energy,Renewables,US,Germany,completed,mixed,public,public,standard,yes,synthetic,17.53,2.3426256169760435,1
DEAL003938,2018-12-12,2019-08-10,Target_003938,Acquirer_004618,22.5,Consumer,Retail,Germany,UK,completed,cash,public,public,standard,no,synthetic,20.65,2.825886051246787,1
DEAL003939,1998-01-19,1998-06-03,Target_003939,Acquirer_003605,1125.2,Healthcare,Medical Devices,US,US,completed,unknown,public,public,none,no,synthetic,20.11,6.093442234648061,1
DEAL003940,1997-05-18,1998-02-02,Target_003940,Acquirer_003463,315.7,Consumer,Media,US,US,completed,cash,public,public,standard,no,synthetic,21.2,6.276261132963031,1
DEAL003941,2003-04-13,2003-08-23,Target_003941,Acquirer_004392,461.2,Industrials,Transportation,China,Australia,terminated,stock,public,public,standard,yes,synthetic,17.85,5.430770076889377,0
DEAL003942,1997-12-26,1998-06-14,Target_003942,Acquirer_002551,230.2,Energy,Renewables,US,US,completed,mixed,public,private,none,no,synthetic,20.77,5.640205020793575,1
DEAL003943,2008-04-01,2008-11-10,Target_003943,Acquirer_001780,74.2,Technology,IT Services,US,UK,completed,stock,private,public,standard,no,synthetic,32.26,4.684993136721229,1
DEAL003944,2000-06-30,2000-12-12,Target_003944,Acquirer_004106,1195.6,Materials,Chemicals,Japan,China,withdrawn,stock,public,public,standard,no,synthetic,19.09,5.4575832355822245,0
DEAL003945,2009-06-18,2009-11-12,Target_003945,Acquirer_000939,2806.6,Technology,Software,Canada,US,failed,cash,private,public,standard,yes,synthetic,23.69,3.3869675130158856,0
DEAL003946,2013-08-15,2014-01-05,Target_003946,Acquirer_001586,177.6,Consumer,Food & Beverage,Germany,Australia,completed,mixed,private,private,standard,no,synthetic,15.58,3.035180444164168,1
DEAL003947,2011-12-02,2012-07-02,Target_003947,Acquirer_003852,290.9,Energy,Renewables,US,UK,completed,cash,public,public,standard,no,synthetic,16.93,3.734838179336517,1
DEAL003948,1997-06-21,1997-10-25,Target_003948,Acquirer_003580,,Industrials,Transportation,US,US,completed,unknown,private,private,none,yes,synthetic,15.51,5.667894672392612,1
DEAL003949,1997-04-17,1997-08-20,Target_003949,Acquirer_000001,220.6,Consumer,Media,China,US,withdrawn,mixed,public,private,standard,no,synthetic,13.59,5.605348290028924,0
DEAL003950,1997-04-16,1997-08-26,Target_003950,Acquirer_004291,64.6,Financials,Banks,Canada,China,cancelled,mixed,private,public,standard,no,synthetic,20.9,6.163706408208704,0
DEAL003951,2001-01-28,2001-09-26,Target_003951,Acquirer_000253,68.3,Healthcare,Biotech,Canada,US,completed,mixed,public,private,standard,no,synthetic,25.02,5.164125294424394,1
DEAL003952,1999-04-24,1999-11-18,Target_003952,Acquirer_000932,350.6,Financials,Insurance,Japan,Australia,completed,stock,public,public,none,no,synthetic,17.5,5.759832091489813,1
DEAL003953,2005-07-20,2006-01-14,Target_003953,Acquirer_003480,34.5,Technology,Software,China,US,completed,mixed,public,private,standard,no,synthetic,15.92,5.006922251661749,1
DEAL003954,2020-06-02,2020-11-22,Target_003954,Acquirer_001044,55.7,Consumer,Food & Beverage,Germany,Australia,terminated,stock,public,public,none,no,synthetic,28.81,3.2489270700972326,0
DEAL003955,2024-02-02,2024-07-09,Target_003955,Acquirer_004807,239.7,Healthcare,Health Services,France,UK,withdrawn,stock,private,public,standard,yes,synthetic,19.99,9.0,0
DEAL003956,2000-11-16,2001-06-02,Target_003956,Acquirer_000540,62.1,Consumer,Telecom,India,US,completed,cash,public,public,standard,no,synthetic,22.98,5.890444786463191,1
