deal_id,announcement_date,resolution_date,target_name,acquirer_name,deal_value_musd,industry,sector,target_country,acquirer_country,deal_status,payment_method,target_public,acquirer_public,regulatory_review,rumor_or_leak,source_notes,market_volatility_proxy,interest_rate_proxy,deal_completed,election_year,new_president_year,months_to_election,months_after_election,transition_year,deal_value_missing,deal_value_log,time_to_close_or_cancel,cross_border_deal,public_target,public_acquirer,rumor_or_leak_indicator,antitrust_risk_proxy
DEAL004450,2019-01-01,2019-08-21,Target_004450,Acquirer_001647,128.6,Consumer,Media,France,Japan,completed,cash,private,public,standard,no,synthetic,13.61,3.265193481963464,1,0,0,22.0,0.0,0,0,4.864452783918174,232,1,0,1,0,0.4
DEAL004451,2014-03-09,2014-08-24,Target_004451,Acquirer_002455,725.1,Healthcare,Health Services,Japan,UK,completed,cash,public,public,standard,yes,synthetic,15.81,4.220795163936562,1,0,0,0.0,16.0,0,0,6.587687746386201,168,1,1,1,1,0.65
DEAL004452,2005-10-21,2006-04-22,Target_004452,Acquirer_001371,276.6,Industrials,Aerospace & Defense,US,US,terminated,stock,public,public,standard,no,synthetic,15.97,4.42809246256448,0,0,1,0.0,11.0,0,0,5.62618122863265,183,0,1,1,0,0.5
DEAL004453,2010-11-16,2011-02-25,Target_004453,Acquirer_001991,535.8,Materials,Construction Materials,Australia,India,cancelled,stock,public,private,standard,yes,synthetic,19.48,4.4795434453114495,0,0,0,0.0,24.0,0,0,6.285625585657472,101,1,1,0,1,0.4
DEAL004454,2003-04-01,2003-09-09,Target_004454,Acquirer_001932,279.9,Materials,Chemicals,Germany,US,completed,mixed,public,public,standard,unknown,synthetic,20.37,4.553982631906836,1,0,0,19.0,0.0,0,0,5.637998734110198,161,1,1,1,0,0.4
DEAL004455,2020-01-19,2020-07-05,Target_004455,Acquirer_000592,1573.2,Consumer,Telecom,US,Australia,completed,cash,public,public,standard,no,synthetic,28.6,3.057740462712757,1,1,0,10.0,0.0,0,0,7.36150248570835,168,1,1,1,0,0.65
DEAL004456,2008-01-09,2008-09-02,Target_004456,Acquirer_004778,221.2,Financials,Fintech,Canada,France,completed,stock,public,public,standard,no,synthetic,25.05,4.964333415569967,1,1,0,10.0,0.0,0,1,5.40357787720553,237,1,1,1,0,0.4
DEAL004457,2009-11-02,2010-07-14,Target_004457,Acquirer_004908,3349.9,Healthcare,Medical Devices,Germany,US,completed,cash,public,public,standard,no,synthetic,17.42,4.348233987290135,1,0,1,0.0,12.0,0,0,8.116984245453777,254,1,1,1,0,0.5
DEAL004458,2017-11-24,2018-04-27,Target_004458,Acquirer_002398,181.1,Energy,Oil & Gas,US,US,withdrawn,mixed,public,public,standard,unknown,synthetic,17.94,3.1237530895752346,0,0,1,0.0,12.0,0,0,5.2045559867335625,154,0,1,1,0,0.5
DEAL004459,2005-09-05,2006-01-30,Target_004459,Acquirer_001917,116.8,Technology,Semiconductors,Japan,US,withdrawn,unknown,public,public,standard,no,synthetic,19.47,4.06349592634535,0,0,1,0.0,10.0,0,0,4.768988271217486,147,1,1,1,0,0.65
DEAL004460,2004-11-03,2005-02-07,Target_004460,Acquirer_001826,90.6,Financials,Insurance,India,Canada,withdrawn,unknown,public,public,standard,yes,synthetic,16.97,5.75785341156534,0,1,0,0.0,0.0,1,0,4.517431271680085,96,1,1,1,1,0.4
DEAL004461,2014-05-27,2014-12-11,Target_004461,Acquirer_003335,98.0,Materials,Metals & Mining,US,US,completed,stock,public,public,none,no,synthetic,18.62,3.413536252888128,1,0,0,0.0,18.0,0,0,4.59511985013459,198,0,1,1,0,0.0
DEAL004462,1998-12-06,1999-04-16,Target_004462,Acquirer_004840,247.3,Materials,Construction Materials,Germany,France,cancelled,unknown,private,public,standard,no,synthetic,18.67,5.31235322665227,0,0,0,23.0,0.0,0,0,5.514637692514121,131,1,0,1,0,0.4
DEAL004463,2014-04-26,2014-09-22,Target_004463,Acquirer_001253,221.2,Healthcare,Pharmaceuticals,US,US,completed,cash,public,public,none,no,synthetic,20.6,3.908194553066936,1,0,0,0.0,17.0,0,1,5.40357787720553,149,0,1,1,0,0.25
DEAL004464,2013-04-29,2013-12-07,Target_004464,Acquirer_000938,780.7,Consumer,Media,Germany,US,completed,cash,public,public,standard,yes,synthetic,17.81,3.1134758172932218,1,0,1,0.0,5.0,1,0,6.661471035226285,222,1,1,1,1,0.4
DEAL004465,2012-03-21,2012-11-25,Target_004465,Acquirer_001110,257.3,Materials,Metals & Mining,Japan,US,completed,cash,public,public,standard,no,synthetic,16.58,4.06663146069493,1,1,0,8.0,0.0,0,0,5.554121700101795,249,1,1,1,0,0.4
DEAL004466,2021-02-28,2021-10-29,Target_004466,Acquirer_004120,17.2,Materials,Chemicals,France,Australia,completed,stock,private,public,standard,no,synthetic,22.02,2.300548936598622,1,0,1,0.0,3.0,1,0,2.9014215940827497,243,1,0,1,0,0.4
DEAL004467,2024-04-06,2024-09-22,Target_004467,Acquirer_003697,17.8,Energy,Oil & Gas,Japan,US,cancelled,mixed,private,private,standard,no,synthetic,21.03,9.0,0,1,0,7.0,0.0,0,0,2.9338568698359038,169,1,0,0,0,0.65
DEAL004468,2015-01-13,2015-06-13,Target_004468,Acquirer_000413,1052.9,Healthcare,Biotech,US,Australia,terminated,mixed,private,private,standard,unknown,synthetic,21.82,2.121371626767253,0,0,0,22.0,0.0,0,0,6.960252847939891,151,1,0,0,0,0.4
DEAL004469,2023-10-04,2024-02-10,Target_004469,Acquirer_003703,1889.6,Technology,IT Services,China,Canada,withdrawn,stock,public,public,standard,no,synthetic,13.79,7.458666983394446,0,0,0,13.0,0.0,0,0,7.544649517991284,129,1,1,1,0,0.4
DEAL004470,1999-01-13,1999-04-10,Target_004470,Acquirer_001300,394.0,Financials,Fintech,Japan,US,withdrawn,unknown,private,public,none,yes,synthetic,17.23,5.3425009322949535,0,0,0,22.0,0.0,0,0,5.978885764901122,87,1,0,1,1,0.15
DEAL004471,2011-10-12,2012-04-18,Target_004471,Acquirer_004921,745.2,Energy,Utilities,China,US,completed,mixed,public,public,standard,yes,synthetic,19.17,4.117599042643055,1,0,0,13.0,0.0,0,0,6.614993660787057,189,1,1,1,1,0.4
DEAL004472,2007-02-02,2007-09-07,Target_004472,Acquirer_000487,10.9,Financials,Insurance,India,India,failed,stock,public,private,none,no,synthetic,19.34,5.078862179276568,0,0,0,21.0,0.0,0,0,2.4765384001174837,217,0,1,0,0,0.0
DEAL004473,1997-06-28,1998-04-25,Target_004473,Acquirer_003103,233.8,Healthcare,Pharmaceuticals,Japan,France,completed,cash,public,private,standard,yes,synthetic,18.46,6.24245824168406,1,0,1,0.0,7.0,0,0,5.458734087953942,301,1,1,0,1,0.65
DEAL004474,2023-04-01,2023-10-17,Target_004474,Acquirer_001532,252.0,Industrials,Transportation,Canada,France,completed,cash,public,public,none,no,synthetic,18.08,7.983724754103253,1,0,0,19.0,0.0,0,0,5.53338948872752,199,1,1,1,0,0.15
DEAL004475,2007-09-10,2007-12-21,Target_004475,Acquirer_002924,2198.5,Energy,Oil & Gas,Australia,US,completed,mixed,public,public,standard,no,synthetic,24.33,4.858770012395798,1,0,0,14.0,0.0,0,0,7.695985340788774,102,1,1,1,0,0.75
DEAL004476,2006-10-01,2007-07-26,Target_004476,Acquirer_004585,33.9,Industrials,Machinery,Japan,France,completed,cash,public,public,standard,no,synthetic,14.72,4.659652161211722,1,0,0,0.0,23.0,0,0,3.5524868292083815,298,1,1,1,0,0.4
DEAL004477,2007-04-09,2007-06-09,Target_004477,Acquirer_000755,221.2,Technology,Hardware,US,US,terminated,unknown,private,public,standard,no,synthetic,20.81,4.737107756181024,0,0,0,19.0,0.0,0,1,5.40357787720553,61,0,0,1,0,0.25
DEAL004478,2004-01-11,2004-09-06,Target_004478,Acquirer_004788,40.7,Consumer,Food & Beverage,Germany,China,completed,cash,public,public,standard,no,synthetic,13.6,5.05972602621637,1,1,0,10.0,0.0,0,0,3.730501128804756,239,1,1,1,0,0.4
DEAL004479,2002-03-16,2002-06-06,Target_004479,Acquirer_002716,1589.1,Materials,Metals & Mining,US,China,withdrawn,mixed,private,public,standard,yes,synthetic,23.3,4.925628643281456,0,0,0,0.0,16.0,0,0,7.371552186318351,82,1,0,1,1,0.4
DEAL004480,2004-03-09,2004-06-06,Target_004480,Acquirer_000136,537.1,Consumer,Retail,US,US,cancelled,stock,public,public,none,yes,synthetic,16.37,4.950270885219847,0,1,0,8.0,0.0,0,0,6.288044416495374,89,0,1,1,1,0.0
DEAL004481,2022-07-13,2022-12-27,Target_004481,Acquirer_002445,60.6,Technology,IT Services,US,US,completed,cash,public,public,none,no,synthetic,17.3,4.773982407794062,1,0,0,0.0,20.0,0,0,4.120661870539474,167,0,1,1,0,0.0
DEAL004482,2020-11-20,2021-06-09,Target_004482,Acquirer_003571,117.9,Materials,Metals & Mining,France,US,completed,mixed,private,public,standard,no,synthetic,19.92,3.108483137861872,1,1,0,0.0,0.0,1,0,4.778282803696737,201,1,0,1,0,0.4
DEAL004483,2002-12-08,2003-04-29,Target_004483,Acquirer_002639,143.0,Industrials,Transportation,US,France,completed,stock,private,public,standard,no,synthetic,19.25,4.843358453797965,1,0,0,23.0,0.0,0,0,4.969813299576001,142,1,0,1,0,0.4
DEAL004484,2010-01-31,2010-10-26,Target_004484,Acquirer_004176,147.3,Financials,Fintech,Japan,Australia,completed,cash,private,public,standard,no,synthetic,20.5,4.38227148587618,1,0,0,0.0,14.0,0,0,4.999237249143887,268,1,0,1,0,0.4
DEAL004485,2015-08-06,2016-02-07,Target_004485,Acquirer_002016,74.5,Technology,Software,Germany,Germany,completed,cash,private,public,standard,no,synthetic,19.49,3.7599438105201903,1,0,0,15.0,0.0,0,0,4.324132656254979,185,0,0,1,0,0.25
DEAL004486,2013-09-12,2014-05-26,Target_004486,Acquirer_000456,2629.1,Materials,Metals & Mining,France,Australia,completed,mixed,private,private,standard,no,synthetic,17.49,3.8439112389696697,1,0,1,0.0,10.0,0,0,7.87477714726265,256,1,0,0,0,0.5
DEAL004487,2002-06-23,2002-10-02,Target_004487,Acquirer_002136,566.8,Industrials,Machinery,Australia,US,cancelled,stock,private,private,standard,no,synthetic,24.93,5.690116389534507,0,0,0,0.0,19.0,0,0,6.341769244038871,101,1,0,0,0,0.4
DEAL004488,2001-06-27,2001-09-28,Target_004488,Acquirer_004508,543.3,Technology,IT Services,Canada,Canada,completed,cash,private,public,none,unknown,synthetic,26.05,5.222353188485697,1,0,1,0.0,7.0,0,0,6.299500565440154,93,0,0,1,0,0.0
DEAL004489,2016-04-11,2016-08-11,Target_004489,Acquirer_004915,47.2,Financials,Asset Management,Australia,India,completed,mixed,public,public,none,yes,synthetic,15.25,3.255782853007191,1,1,0,7.0,0.0,0,0,3.8753590210565547,122,1,1,1,1,0.15
DEAL004490,2023-03-29,2023-12-10,Target_004490,Acquirer_000422,8.6,Energy,Renewables,Japan,US,completed,cash,private,public,standard,no,synthetic,16.7,7.28269090915512,1,0,0,20.0,0.0,0,0,2.2617630984737906,256,1,0,1,0,0.4
DEAL004491,2020-07-27,2020-12-02,Target_004491,Acquirer_000864,111.6,Materials,Metals & Mining,US,France,completed,cash,private,private,none,no,synthetic,27.85,2.985008539399124,1,1,0,4.0,0.0,1,0,4.72384171570559,128,1,0,0,0,0.15
DEAL004492,2010-10-14,2011-04-22,Target_004492,Acquirer_003828,16.6,Healthcare,Biotech,India,US,completed,stock,public,public,none,yes,synthetic,16.3,4.126363527739408,1,0,0,0.0,23.0,0,0,2.8678989020441064,190,1,1,1,1,0.15
DEAL004493,2016-06-07,2016-11-29,Target_004493,Acquirer_004560,189.1,Materials,Metals & Mining,US,US,completed,cash,private,public,none,no,synthetic,15.38,3.958761855010337,1,1,0,5.0,0.0,1,0,5.247550249494384,175,0,0,1,0,0.0
DEAL004494,2012-08-11,2013-04-14,Target_004494,Acquirer_004897,1559.3,Financials,Asset Management,Germany,Australia,completed,stock,private,public,standard,no,synthetic,17.21,3.4230637836934683,1,1,0,3.0,0.0,1,0,7.352633389447137,246,1,0,1,0,0.4
DEAL004495,2002-11-01,2003-07-30,Target_004495,Acquirer_000903,416.8,Energy,Oil & Gas,Canada,Germany,completed,unknown,public,public,standard,no,synthetic,17.52,5.153469116692771,1,0,0,0.0,24.0,0,0,6.035002849122465,271,1,1,1,0,0.65
DEAL004496,2007-08-18,2008-03-29,Target_004496,Acquirer_000162,22.8,Financials,Asset Management,US,Canada,completed,cash,private,public,standard,unknown,synthetic,23.97,4.511088166897729,1,0,0,15.0,0.0,0,0,3.169685580677429,224,1,0,1,0,0.4
DEAL004497,2000-09-02,2001-05-31,Target_004497,Acquirer_001792,675.8,Energy,Utilities,Japan,US,completed,cash,public,public,standard,no,synthetic,24.77,5.259500854416378,1,1,0,2.0,0.0,1,0,6.517375808292013,271,1,1,1,0,0.4
DEAL004498,1996-02-22,1996-10-13,Target_004498,Acquirer_000950,1237.7,Consumer,Media,US,France,completed,mixed,private,private,none,no,synthetic,17.28,6.001293284293151,1,1,0,9.0,0.0,0,0,7.121817721560154,234,1,0,0,0,0.15
DEAL004499,2018-01-19,2018-06-12,Target_004499,Acquirer_001728,191.7,Industrials,Machinery,Canada,Canada,withdrawn,unknown,private,public,none,no,synthetic,17.88,3.3505682397944665,0,0,0,0.0,14.0,0,0,5.2611345754203205,144,0,0,1,0,0.0
DEAL004500,2000-06-07,2001-01-17,Target_004500,Acquirer_001958,40.9,Financials,Banks,France,Japan,completed,unknown,public,public,standard,no,synthetic,23.53,5.99189512654123,1,1,0,5.0,0.0,1,0,3.735285826928092,224,1,1,1,0,0.65
DEAL004501,1998-04-13,1998-08-02,Target_004501,Acquirer_002614,21.6,Consumer,Media,US,US,completed,cash,public,private,none,no,synthetic,22.08,5.684913903212126,1,0,0,0.0,17.0,0,0,3.1179499062782403,111,0,1,0,0,0.0
DEAL004502,2021-07-16,2022-01-05,Target_004502,Acquirer_002309,48.3,Healthcare,Pharmaceuticals,US,France,cancelled,cash,public,public,standard,yes,synthetic,15.86,2.8247303470111733,0,0,1,0.0,8.0,0,0,3.8979240810486444,173,1,1,1,1,0.65
DEAL004503,2002-08-27,2002-12-09,Target_004503,Acquirer_004314,53.2,Consumer,Retail,Germany,US,withdrawn,mixed,private,private,none,no,synthetic,26.29,5.028135390946066,0,0,0,0.0,21.0,0,0,3.9926809084456005,104,1,0,0,0,0.15
DEAL004504,1997-06-03,1997-12-11,Target_004504,Acquirer_004879,926.3,Energy,Oil & Gas,India,Canada,completed,stock,private,public,standard,unknown,synthetic,18.83,5.314321144450012,1,0,1,0.0,7.0,0,0,6.83227713780618,191,1,0,1,0,0.65
DEAL004505,2004-10-08,2005-01-07,Target_004505,Acquirer_004004,221.2,Financials,Insurance,US,US,completed,mixed,private,private,none,no,synthetic,20.21,4.893241391099718,1,1,0,1.0,0.0,1,1,5.40357787720553,91,0,0,0,0,0.0
DEAL004506,2003-11-27,2004-07-05,Target_004506,Acquirer_002795,177.2,Technology,IT Services,Japan,US,completed,stock,public,public,none,no,synthetic,14.56,5.671996378814256,1,0,0,12.0,0.0,0,0,5.182906515036709,221,1,1,1,0,0.15
DEAL004507,1998-04-22,1998-12-07,Target_004507,Acquirer_004781,82.3,Industrials,Machinery,France,Japan,completed,mixed,private,public,standard,no,synthetic,20.04,6.236122228571657,1,0,0,0.0,17.0,0,0,4.422448549172797,229,1,0,1,0,0.4
DEAL004508,2010-06-17,2011-03-11,Target_004508,Acquirer_002978,215.9,Materials,Metals & Mining,Australia,Germany,completed,mixed,private,public,standard,no,synthetic,18.62,4.347051822053729,1,0,0,0.0,19.0,0,0,5.379436417832829,267,1,0,1,0,0.4
DEAL004509,2000-12-17,2001-03-28,Target_004509,Acquirer_004239,132.2,Industrials,Aerospace & Defense,China,UK,withdrawn,mixed,public,public,standard,no,synthetic,26.28,5.368051420083487,0,1,0,0.0,1.0,1,0,4.891851758106289,101,1,1,1,0,0.65
DEAL004510,2014-01-10,2014-06-22,Target_004510,Acquirer_000469,1569.3,Energy,Utilities,India,US,completed,cash,private,public,none,no,synthetic,19.81,3.7614406967586302,1,0,0,0.0,14.0,0,0,7.359021962890908,163,1,0,1,0,0.15
DEAL004511,2024-06-05,2025-05-14,Target_004511,Acquirer_000364,221.2,Materials,Chemicals,India,US,completed,mixed,public,public,standard,no,synthetic,18.77,9.0,1,1,0,5.0,0.0,1,1,5.40357787720553,343,1,1,1,0,0.4
DEAL004512,2024-09-18,2025-03-15,Target_004512,Acquirer_003029,27.8,Industrials,Aerospace & Defense,US,India,completed,cash,public,public,standard,no,synthetic,15.45,9.0,1,1,0,2.0,0.0,1,0,3.3603753871419,178,1,1,1,0,0.65
DEAL004513,2005-02-08,2005-08-29,Target_004513,Acquirer_001093,123.9,Energy,Renewables,France,Australia,completed,unknown,public,public,standard,no,synthetic,19.72,4.295558264377713,1,0,1,0.0,3.0,1,0,4.827513417131532,202,1,1,1,0,0.4
DEAL004514,2010-09-22,2011-05-31,Target_004514,Acquirer_001989,120.8,Technology,Software,Canada,US,withdrawn,mixed,public,private,standard,no,synthetic,17.27,4.142834350538951,0,0,0,0.0,22.0,0,0,4.802380355275797,251,1,1,0,0,0.4
DEAL004515,1996-09-26,1997-03-10,Target_004515,Acquirer_000410,210.2,Financials,Banks,Australia,US,cancelled,cash,private,public,standard,no,synthetic,20.61,5.765186603832974,0,1,0,2.0,0.0,1,0,5.352805551832106,165,1,0,1,0,0.65
DEAL004516,2005-07-25,2005-09-24,Target_004516,Acquirer_004545,406.3,Industrials,Machinery,US,US,failed,cash,private,public,none,no,synthetic,20.97,4.522525529749266,0,0,1,0.0,8.0,0,0,6.009550014654367,61,0,0,1,0,0.0
DEAL004517,2000-11-01,2001-07-01,Target_004517,Acquirer_004665,207.9,Consumer,Retail,UK,US,completed,cash,public,public,none,no,synthetic,24.43,5.753107879082249,1,1,0,0.0,0.0,1,0,5.34185566856252,242,1,1,1,0,0.15
DEAL004518,2010-04-25,2010-07-23,Target_004518,Acquirer_000141,14.9,Healthcare,Pharmaceuticals,US,US,withdrawn,cash,public,public,standard,no,synthetic,20.29,4.476127564885868,0,0,0,0.0,17.0,0,0,2.766319109226186,89,0,1,1,0,0.5
DEAL004519,2012-11-10,2013-03-18,Target_004519,Acquirer_002294,76.2,Healthcare,Pharmaceuticals,France,Japan,withdrawn,mixed,public,public,standard,no,synthetic,14.93,5.003628336980008,0,1,0,0.0,0.0,1,0,4.3463994570307305,128,1,1,1,0,0.65
DEAL004520,2002-04-16,2002-10-02,Target_004520,Acquirer_002036,89.7,Energy,Utilities,US,UK,withdrawn,cash,public,public,none,no,synthetic,22.66,5.42693701030395,0,0,0,0.0,17.0,0,0,4.507557357121091,169,1,1,1,0,0.15
DEAL004521,2016-06-22,2017-01-12,Target_004521,Acquirer_004127,2123.2,Materials,Chemicals,UK,UK,completed,stock,public,public,none,unknown,synthetic,13.69,3.855095586773014,1,1,0,5.0,0.0,1,0,7.661150539887439,204,0,1,1,0,0.1
DEAL004522,2020-07-09,2021-02-18,Target_004522,Acquirer_002458,488.7,Healthcare,Health Services,India,UK,completed,mixed,public,public,standard,no,synthetic,28.36,3.519272701574723,1,1,0,4.0,0.0,1,0,6.193792958708272,224,1,1,1,0,0.65
DEAL004523,2022-08-27,2023-05-08,Target_004523,Acquirer_002128,292.4,Materials,Construction Materials,US,France,completed,cash,public,public,standard,no,synthetic,17.57,5.114387850135554,1,0,0,0.0,21.0,0,0,5.681536865708881,254,1,1,1,0,0.4
DEAL004524,2001-06-23,2002-02-18,Target_004524,Acquirer_004614,587.2,Healthcare,Medical Devices,Germany,China,withdrawn,stock,public,public,none,no,synthetic,21.97,5.644355737200996,0,0,1,0.0,7.0,0,0,6.377067026119895,240,1,1,1,0,0.15
DEAL004525,2023-02-13,2023-07-20,Target_004525,Acquirer_004778,10.1,Healthcare,Medical Devices,US,US,completed,cash,private,public,none,no,synthetic,12.84,7.770033564071207,1,0,0,21.0,0.0,0,0,2.4069451083182885,157,0,0,1,0,0.0
DEAL004526,2005-04-20,2005-08-05,Target_004526,Acquirer_000624,165.9,Energy,Oil & Gas,Germany,UK,cancelled,stock,public,public,standard,yes,synthetic,21.73,5.33761665181372,0,0,1,0.0,5.0,1,0,5.11739483066779,107,1,1,1,1,0.65
DEAL004527,2010-01-04,2010-10-04,Target_004527,Acquirer_000880,31.7,Industrials,Machinery,US,India,completed,cash,private,public,standard,no,synthetic,17.69,3.710925867971495,1,0,0,0.0,14.0,0,0,3.487375077903208,273,1,0,1,0,0.4
DEAL004528,2023-01-14,2023-10-16,Target_004528,Acquirer_002239,221.2,Energy,Utilities,India,UK,completed,mixed,private,public,standard,no,synthetic,21.16,7.5603330115715375,1,0,0,22.0,0.0,0,1,5.40357787720553,275,1,0,1,0,0.4
DEAL004529,2019-06-29,2020-01-06,Target_004529,Acquirer_001696,1256.5,Financials,Insurance,US,US,completed,unknown,public,public,none,no,synthetic,22.97,3.1873032306144395,1,0,0,17.0,0.0,0,0,7.136880901973894,191,0,1,1,0,0.0
DEAL004530,2003-06-18,2004-01-04,Target_004530,Acquirer_000328,1029.8,Financials,Asset Management,Germany,US,completed,mixed,private,public,standard,no,synthetic,16.34,5.194401009951577,1,0,0,17.0,0.0,0,0,6.93809047877821,200,1,0,1,0,0.4
DEAL004531,2016-10-17,2017-04-13,Target_004531,Acquirer_004521,137.5,Technology,Software,India,US,withdrawn,stock,public,private,standard,no,synthetic,22.02,2.9017223762238125,0,1,0,1.0,0.0,1,0,4.930870325627393,178,1,1,0,0,0.4
DEAL004532,2022-05-11,2023-03-09,Target_004532,Acquirer_002774,1135.7,Healthcare,Medical Devices,Canada,France,completed,cash,public,private,standard,no,synthetic,19.4,4.924832477615027,1,0,0,0.0,18.0,0,0,7.035884606692665,302,1,1,0,0,0.4
DEAL004533,2016-07-22,2017-02-20,Target_004533,Acquirer_002023,660.8,Technology,Hardware,Germany,US,cancelled,stock,public,public,standard,no,synthetic,18.9,3.2430825161453694,0,1,0,4.0,0.0,1,0,6.4949633954875114,213,1,1,1,0,0.4
DEAL004534,2010-09-01,2010-11-21,Target_004534,Acquirer_004272,216.4,Materials,Metals & Mining,Germany,Canada,withdrawn,cash,private,public,standard,no,synthetic,13.12,4.50597537156149,0,0,0,0.0,22.0,0,0,5.381738974687109,81,1,0,1,0,0.4
DEAL004535,2002-02-02,2002-10-14,Target_004535,Acquirer_002872,148.7,Energy,Renewables,France,US,completed,stock,public,public,standard,no,synthetic,24.97,5.17248384712669,1,0,0,0.0,15.0,0,0,5.008633291425583,254,1,1,1,0,0.4
DEAL004536,2020-09-03,2021-01-15,Target_004536,Acquirer_002809,37.3,Financials,Banks,France,France,failed,cash,public,public,standard,no,synthetic,24.45,2.463467436034517,0,1,0,2.0,0.0,1,0,3.6454498961866,134,0,1,1,0,0.5
DEAL004537,2003-09-10,2003-12-24,Target_004537,Acquirer_002023,666.1,Financials,Insurance,Japan,France,withdrawn,stock,public,public,none,no,synthetic,19.66,4.893225273914,0,0,0,14.0,0.0,0,0,6.502939959715469,105,1,1,1,0,0.15
DEAL004538,2011-05-25,2011-12-26,Target_004538,Acquirer_003492,10660.2,Consumer,Retail,US,Canada,failed,stock,private,private,standard,no,synthetic,17.7,3.434306668926976,0,0,0,18.0,0.0,0,0,9.274366261740742,215,1,0,0,0,0.6000000000000001
DEAL004539,2019-01-07,2019-10-03,Target_004539,Acquirer_002043,2065.5,Technology,Semiconductors,Germany,US,completed,cash,private,public,extended,no,synthetic,20.96,2.922991472340412,1,0,0,22.0,0.0,0,0,7.633611633951787,269,1,0,1,0,1.0
DEAL004540,2019-06-16,2019-10-17,Target_004540,Acquirer_001029,218.8,Healthcare,Pharmaceuticals,US,US,withdrawn,mixed,public,public,standard,no,synthetic,19.29,2.587680319492541,0,0,0,17.0,0.0,0,0,5.392718041969521,123,0,1,1,0,0.5
DEAL004541,1998-04-24,1998-09-21,Target_004541,Acquirer_004919,99.0,Healthcare,Health Services,US,India,cancelled,stock,public,private,standard,no,synthetic,20.83,5.309729939419688,0,0,0,0.0,17.0,0,0,4.605170185988092,150,1,1,0,0,0.65
DEAL004542,2020-05-30,2021-01-17,Target_004542,Acquirer_004953,99.4,Healthcare,Biotech,Canada,US,completed,cash,private,public,standard,no,synthetic,24.1,3.527172137296352,1,1,0,6.0,0.0,1,0,4.609162207257629,232,1,0,1,0,0.4
DEAL004543,2009-10-24,2010-04-04,Target_004543,Acquirer_003186,2471.4,Healthcare,Pharmaceuticals,US,China,failed,stock,public,public,extended,no,synthetic,19.03,4.044087574172951,0,0,1,0.0,11.0,0,0,7.812944617785118,162,1,1,1,0,1.0
DEAL004544,2012-05-10,2012-08-13,Target_004544,Acquirer_001783,42.7,Materials,Construction Materials,Australia,US,completed,cash,public,public,none,no,synthetic,20.88,3.502771715732988,1,1,0,6.0,0.0,1,0,3.7773481021015445,95,1,1,1,0,0.15
DEAL004545,2009-05-08,2009-08-22,Target_004545,Acquirer_000272,1407.4,Materials,Metals & Mining,US,US,cancelled,cash,public,private,none,no,synthetic,24.5,4.623478331186811,0,0,1,0.0,6.0,1,0,7.250209587280898,106,0,1,0,0,0.0
DEAL004546,1998-05-24,1999-05-20,Target_004546,Acquirer_002357,205.3,Technology,Hardware,US,UK,completed,cash,public,public,standard,no,synthetic,17.62,5.761784482863235,1,0,0,0.0,18.0,0,0,5.329331420077207,361,1,1,1,0,0.4
DEAL004547,2005-03-10,2005-09-02,Target_004547,Acquirer_004073,62.0,Industrials,Aerospace & Defense,UK,Germany,completed,cash,public,public,standard,no,synthetic,16.68,3.4799540022987467,1,0,1,0.0,4.0,1,0,4.143134726391533,176,1,1,1,0,0.65
DEAL004548,1999-04-19,1999-12-19,Target_004548,Acquirer_002476,36.5,Healthcare,Health Services,Japan,Canada,completed,unknown,private,public,standard,yes,synthetic,19.86,6.061439161085593,1,0,0,19.0,0.0,0,0,3.624340932976365,244,1,0,1,1,0.65
DEAL004549,2021-09-02,2022-01-21,Target_004549,Acquirer_003564,126.9,Energy,Renewables,India,UK,cancelled,mixed,private,public,standard,no,synthetic,21.35,2.32430765430436,0,0,1,0.0,10.0,0,0,4.851248708584797,141,1,0,1,0,0.4
DEAL004550,2011-05-16,2011-10-18,Target_004550,Acquirer_001009,221.2,Energy,Utilities,France,Germany,completed,cash,public,public,standard,no,synthetic,21.27,4.435030655511072,1,0,0,18.0,0.0,0,1,5.40357787720553,155,1,1,1,0,0.4
DEAL004551,2009-09-13,2010-01-21,Target_004551,Acquirer_000825,402.4,Industrials,Machinery,UK,Germany,terminated,stock,public,private,standard,yes,synthetic,24.52,4.477438009952,0,0,1,0.0,10.0,0,0,5.999928625520111,130,1,1,0,1,0.4
DEAL004552,2024-04-01,2024-08-16,Target_004552,Acquirer_002613,352.1,Materials,Chemicals,US,Canada,withdrawn,mixed,public,public,standard,yes,synthetic,20.87,9.0,0,1,0,7.0,0.0,0,0,5.8667513029343406,137,1,1,1,1,0.4
DEAL004553,2011-04-20,2011-09-12,Target_004553,Acquirer_003663,2703.1,Consumer,Food & Beverage,UK,US,completed,stock,private,public,standard,yes,synthetic,19.82,4.1108235088830485,1,0,0,19.0,0.0,0,0,7.902524418727549,145,1,0,1,1,0.5
DEAL004554,2008-01-30,2008-07-25,Target_004554,Acquirer_002220,334.4,Consumer,Media,China,China,completed,cash,public,private,standard,no,synthetic,25.55,3.9432146370093983,1,1,0,10.0,0.0,0,0,5.815323849389109,177,0,1,0,0,0.25
DEAL004555,2011-03-08,2011-11-14,Target_004555,Acquirer_000261,337.4,Consumer,Retail,Australia,Australia,completed,cash,public,public,none,no,synthetic,21.73,3.959430002975228,1,0,0,20.0,0.0,0,0,5.824228627732068,251,0,1,1,0,0.0
